event_size,cpu_time,gpu_time,speedup,cpu_seeds,gpu_seeds,seed_matches
245549,5.101,0.532,9.58835,102803,102803,102773
271385,6.308,0.677,9.31758,117520,117520,117492
285180,7.081,0.761,9.30486,125327,125327,125283
269981,5.903,0.614,9.61401,112320,112320,112279
275348,6.656,0.72,9.24444,122755,122755,122702
249129,5.013,0.529,9.47637,102613,102613,102600
294865,7.635,0.813,9.39114,127330,127329,127269
284986,6.947,0.734,9.46458,125205,125206,125180
261729,5.865,0.636,9.2217,112326,112325,112301
274222,6.238,0.662,9.42296,116526,116526,116496
303759,8.525,0.9,9.47222,137301,137301,137253
289172,7.591,0.794,9.56045,130222,130222,130168
268954,6.14,0.653,9.40276,114676,114676,114644
308312,8.404,0.876,9.59361,133362,133362,133314
272226,6.296,0.674,9.34125,114400,114401,114365
302450,8.196,0.874,9.37757,136375,136375,136319
262575,5.82,0.623,9.34189,112553,112552,112517
273584,6.446,0.698,9.23496,118166,118167,118119
288021,7.547,0.799,9.44556,128191,128192,128143
289751,7.304,0.774,9.43669,124634,124634,124595
288548,7.23,0.773,9.35317,122881,122881,122848
288557,7.384,0.787,9.38247,126707,126709,126651
278561,6.323,0.665,9.50827,116048,116048,115995
296844,8.187,0.865,9.46474,133264,133264,133218
261927,5.673,0.614,9.23941,108783,108783,108757
276000,6.475,0.704,9.19744,117263,117263,117241
265667,5.917,0.633,9.34755,113824,113825,113781
261231,5.525,0.583,9.47684,109701,109700,109676
325891,9.911,1.048,9.45706,150585,150585,150516
249858,5.403,0.566,9.54594,105735,105735,105720
299187,7.772,0.804,9.66667,132440,132440,132397
316829,9.38,0.974,9.63039,144588,144588,144510
285627,7.103,0.746,9.52145,125098,125099,125058
271092,6.107,0.647,9.43895,115523,115523,115490
280732,6.907,0.733,9.42292,124124,124123,124078
312072,8.834,0.945,9.34815,141226,141226,141157
270557,5.889,0.621,9.48309,112502,112503,112471
313854,8.939,0.946,9.44926,143553,143553,143498
266587,6.21,0.664,9.35241,113537,113537,113502
302639,8.012,0.833,9.61825,131973,131972,131929
275509,6.493,0.697,9.31564,119671,119671,119629
284240,7.049,0.758,9.29947,123275,123275,123224
308623,8.728,0.918,9.50763,137843,137843,137801
266528,6.228,0.669,9.30942,116409,116409,116382
264748,6.103,0.649,9.4037,114437,114437,114386
269590,6.093,0.66,9.23182,115073,115071,115002
286964,7.43,0.8,9.2875,129793,129793,129738
266585,5.783,0.602,9.60631,111530,111530,111487
285493,7.374,0.769,9.58908,126129,126129,126075
318558,9.506,1.014,9.37475,150072,150072,150028
321861,9.693,1.031,9.40155,146175,146175,146105
266978,6.04,0.657,9.1933,115216,115216,115161
368826,13.439,1.444,9.30679,175250,175250,175164
342772,11.595,1.213,9.55894,160420,160420,160338
394460,16.644,1.833,9.0802,194044,194042,193899
362631,13.243,1.424,9.29986,171982,171982,171859
356054,12.711,1.33,9.55714,170792,170791,170718
329028,10.195,1.081,9.43108,150093,150093,150018
380338,14.736,1.591,9.2621,181664,181664,181563
360005,12.478,1.354,9.21566,166940,166940,166858
390324,15.995,1.738,9.20311,188894,188894,188781
352549,12.085,1.3,9.29615,165427,165427,165344
374180,14.473,1.595,9.07398,179835,179837,179669
355293,12.226,1.293,9.45553,167156,167154,167073
336240,10.887,1.146,9.5,156132,156133,156075
393043,16.316,1.771,9.21287,193405,193406,193245
351940,11.835,1.277,9.26782,168024,168025,167905
415172,19.085,2.142,8.9099,207946,207946,207803
365817,13.508,1.432,9.43296,169560,169559,169451
400588,17.007,1.833,9.27823,197156,197157,196999
417036,19.407,2.129,9.11555,208977,208977,208787
332321,10.413,1.112,9.36421,151592,151593,151526
377897,14.926,1.618,9.22497,183852,183852,183747
361881,13.182,1.418,9.29619,173253,173253,173137
382531,15.473,1.694,9.134,187963,187963,187888
359839,13.207,1.428,9.2486,173257,173258,173147
369404,13.976,1.506,9.28021,177370,177369,177260
370232,13.726,1.472,9.32473,177163,177163,177047
398089,16.512,1.806,9.14286,192977,192975,192847
397038,17.174,1.914,8.97283,198616,198616,198478
360537,13.12,1.412,9.29178,173769,173769,173623
358561,12.607,1.332,9.46471,169320,169320,169225
401924,17.768,1.966,9.03764,203284,203283,203136
384871,15.146,1.626,9.31488,185923,185923,185792
410664,17.725,1.923,9.21737,199226,199226,199051
347089,11.957,1.271,9.40755,164443,164443,164367
399801,16.906,1.851,9.13344,193915,193915,193812
360005,12.759,1.362,9.36784,172079,172079,171966
366852,13.709,1.471,9.31951,177045,177045,176925
339938,11.1,1.176,9.43878,154985,154985,154896
371322,13.768,1.479,9.30899,176405,176405,176298
362328,13.281,1.427,9.30694,174721,174721,174621
368926,13.255,1.414,9.37412,169207,169207,169133
363446,13.103,1.418,9.24048,174652,174653,174560
383461,14.959,1.607,9.30865,184557,184557,184434
390082,16.304,1.773,9.19571,189790,189790,189682
382822,14.645,1.546,9.47283,179461,179460,179366
373524,13.833,1.465,9.44232,176538,176538,176447
379971,14.985,1.577,9.50222,180400,180400,180305
394698,16.681,1.783,9.35558,194234,194234,194065
352650,12.938,1.379,9.38216,169599,169600,169485
368385,13.866,1.498,9.25634,174927,174927,174812
375247,14.781,1.573,9.39669,183418,183418,183312
370390,13.66,1.418,9.63329,174563,174563,174484
366502,13.556,1.436,9.44011,175528,175527,175422
352262,12.192,1.264,9.64557,162935,162935,162867
372400,14.215,1.495,9.50836,174768,174770,174638
403904,17.449,1.866,9.35102,197005,197003,196867
360955,13.373,1.382,9.67656,171516,171516,171428
375027,14.152,1.487,9.51715,178200,178200,178074
378567,14.804,1.555,9.52026,179231,179231,179143
387061,16.245,1.739,9.34158,188521,188522,188380
373728,14.014,1.459,9.60521,176711,176710,176603
417597,18.811,2.012,9.3494,204940,204940,204782
368355,13.54,1.433,9.44871,173325,173325,173208
380773,14.87,1.586,9.37579,181095,181096,180982
367930,13.595,1.408,9.65554,176450,176449,176348
364875,13.589,1.425,9.53614,174009,174009,173880
397003,17.356,1.876,9.2516,196209,196209,196052
368234,13.809,1.44,9.58958,171933,171934,171829
369220,13.668,1.452,9.41322,172220,172220,172131
389220,15.758,1.662,9.48135,187115,187116,186978
375082,14.373,1.508,9.53117,175914,175914,175807
389780,16.365,1.742,9.39437,190696,190696,190555
347028,11.846,1.242,9.53784,160393,160393,160321
360830,13.514,1.431,9.44375,172549,172550,172446
346704,12.237,1.274,9.60518,163952,163953,163864
357244,13.01,1.363,9.54512,169100,169101,168989
411488,18.614,2.004,9.28842,204511,204511,204372
347669,12.131,1.26,9.62778,162751,162752,162680
381898,15.283,1.615,9.46316,184878,184878,184780
414739,18.76,2.007,9.34728,205101,205100,204938
394626,16.609,1.776,9.35191,193531,193534,193389
380921,14.928,1.569,9.51434,181773,181774,181644
354019,12.565,1.301,9.65796,165467,165467,165387
399805,17.523,1.908,9.18396,199342,199342,199193
363070,13.414,1.377,9.74147,170600,170600,170487
398090,16.821,1.805,9.31911,193642,193642,193513
367724,14.022,1.473,9.51935,174193,174193,174093
379012,14.551,1.536,9.47331,177905,177905,177805
381952,15.25,1.61,9.47205,184662,184662,184539
344544,11.97,1.255,9.53785,161370,161369,161272
398745,17.253,1.867,9.24103,195587,195587,195435
363053,13.593,1.427,9.52558,172969,172968,172861
382008,15.534,1.665,9.32973,185832,185832,185704
353079,12.627,1.338,9.43722,165418,165420,165350
372154,14.572,1.539,9.46849,178685,178686,178577
348429,11.921,1.23,9.69187,160838,160838,160774
375839,15.26,1.633,9.34476,182506,182506,182374
422762,19.77,2.14,9.23832,212507,212507,212363
395577,16.276,1.739,9.3594,190537,190537,190400
361931,13.73,1.458,9.41701,176096,176096,175967
