event_size,cpu_time,gpu_time,speedup,cpu_seeds,gpu_seeds,seed_matches
285524,7.39536,1.59731,4.62988,127368,127368,127326
265503,6.21478,1.37448,4.52154,115672,115672,115633
275767,6.84126,1.43789,4.75785,121106,121106,121027
267641,6.26759,1.34357,4.66489,114785,114785,114743
288309,7.47589,1.70911,4.37414,126987,126987,126907
270370,6.03453,1.33829,4.50912,113526,113526,113502
266823,6.23347,1.36434,4.56886,115583,115583,115559
304545,8.70322,1.84932,4.70617,138473,138473,138403
266478,6.00152,1.36344,4.40174,114594,114594,114542
309380,8.9735,2.02005,4.44221,142500,142500,142424
269811,6.38971,1.36475,4.68197,114221,114221,114175
298633,7.99113,1.71892,4.64891,130657,130657,130611
289722,7.59457,1.67596,4.53147,128632,128632,128573
253744,5.4494,1.08837,5.00692,105417,105417,105397
296541,8.12372,1.69364,4.7966,132480,132480,132415
283782,7.19672,1.62958,4.41629,125893,125893,125817
290221,7.81236,1.76742,4.42021,131008,131008,130954
274533,6.8303,1.44762,4.71831,122427,122427,122364
261486,5.84804,1.3297,4.39802,110112,110112,110079
286298,7.53183,1.61519,4.66313,127100,127100,127030
293806,7.77942,1.55501,5.0028,129668,129668,129608
299932,8.57876,1.78334,4.8105,137438,137438,137373
275819,6.60979,1.42331,4.64397,120403,120403,120354
253367,5.2416,1.18445,4.42533,106150,106150,106103
301792,8.42027,1.63562,5.14805,135975,135975,135926
288621,7.46343,1.59154,4.68944,128666,128666,128601
309868,8.96234,1.97044,4.5484,139007,139007,138940
248601,5.3442,1.18032,4.52774,105853,105853,105828
293195,7.69555,1.64592,4.67554,125529,125529,125470
274467,6.54531,1.41828,4.61496,119156,119156,119089
273876,6.62845,1.3584,4.8796,119631,119631,119596
268362,6.20913,1.3389,4.63747,113228,113228,113186
290022,7.54585,1.51094,4.99414,131095,131095,131042
299077,8.34909,1.76552,4.72897,134779,134779,134717
287821,7.21619,1.49962,4.81201,121163,121163,121107
276825,6.70938,1.53276,4.37733,121401,121401,121374
261493,5.97314,1.294,4.61604,112127,112127,112073
299876,8.38917,1.79979,4.6612,134074,134074,133994
281385,6.69146,1.40129,4.77521,118631,118631,118566
264786,5.83031,1.26261,4.61767,110687,110687,110649
266098,6.02784,1.33012,4.5318,111294,111294,111252
295463,7.83801,1.60899,4.87139,130300,130300,130221
245549,5.08394,1.18538,4.28889,102803,102803,102762
271385,6.46799,1.49388,4.32966,117520,117520,117485
285180,7.16356,1.58182,4.52868,125327,125327,125268
269981,5.95865,1.30447,4.56788,112320,112320,112273
275348,6.72695,1.37913,4.87766,122755,122755,122699
249129,5.06635,1.13316,4.471,102613,102613,102592
294865,7.74474,1.69724,4.56313,127330,127330,127258
284986,7.02795,1.46986,4.78136,125205,125205,125161
261729,5.97865,1.38875,4.30507,112326,112326,112276
274222,6.2663,1.36845,4.57914,116526,116526,116506
303759,8.59962,1.87939,4.57574,137301,137301,137255
289172,7.65891,1.57968,4.8484,130222,130222,130143
268954,6.30533,1.42675,4.41935,114676,114676,114637
308312,8.54388,1.94314,4.39696,133362,133362,133283
272226,6.37623,1.33587,4.77309,114400,114401,114368
302450,8.35389,1.66857,5.00661,136375,136375,136307
262575,5.9188,1.23997,4.77335,112553,112553,112510
273584,6.4158,1.45384,4.41299,118166,118166,118096
288021,7.53911,1.61926,4.65589,128191,128191,128142
289751,7.46719,1.68833,4.42282,124634,124634,124580
288548,7.24796,1.52067,4.7663,122881,122881,122841
288557,7.5922,1.67902,4.5218,126707,126707,126656
278561,6.44471,1.39517,4.61932,116048,116048,115983
296844,8.16674,1.74036,4.69257,133264,133264,133195
261927,5.75255,1.27777,4.50203,108783,108783,108757
276000,6.55938,1.37581,4.76763,117263,117263,117225
265667,5.97445,1.33578,4.47264,113824,113824,113767
261231,5.53349,1.27492,4.34028,109701,109701,109677
325891,10.1057,2.1118,4.78537,150585,150585,150501
249858,5.35278,1.26676,4.22556,105735,105735,105716
299187,7.90921,1.68202,4.70221,132440,132440,132394
316829,9.35399,1.96026,4.77182,144588,144588,144486
285627,7.27174,1.59266,4.56577,125098,125098,125053
271092,6.07894,1.43604,4.23313,115523,115523,115484
280732,6.87515,1.56159,4.40266,124124,124122,124053
312072,8.93411,1.9216,4.6493,141226,141226,141142
270557,5.98458,1.29819,4.60993,112502,112502,112467
313854,9.11872,1.83758,4.96236,143553,143553,143485
266587,6.22618,1.3769,4.52187,113537,113537,113498
302639,8.05963,1.77557,4.53919,131973,131973,131927
275509,6.60634,1.32869,4.97206,119671,119670,119620
284240,7.13006,1.52814,4.66583,123275,123274,123218
308623,8.85527,1.85806,4.76586,137843,137843,137793
266528,6.31407,1.40769,4.48541,116409,116408,116355
264748,6.07739,1.29873,4.67948,114437,114437,114387
269590,6.18842,1.35451,4.56876,115073,115073,115010
286964,7.52751,1.77608,4.23827,129793,129793,129718
266585,5.8651,1.26592,4.63305,111530,111530,111489
285493,7.4329,1.65073,4.50281,126129,126129,126068
318558,9.67394,2.06161,4.69242,150072,150072,150004
321861,9.75053,1.98161,4.92051,146175,146175,146085
266978,6.09771,1.3245,4.60377,115216,115216,115130
368826,13.5054,2.99786,4.505,175250,175250,175145
342772,11.5491,2.51999,4.58299,160420,160420,160325
394460,16.9788,3.64973,4.65208,194044,194044,193853
362631,13.4051,2.89561,4.62945,171982,171982,171845
356054,12.4086,2.68354,4.62397,170792,170792,170693
329028,10.3102,2.08983,4.93352,150093,150093,149992
380338,14.7589,3.17645,4.64634,181664,181664,181550
360005,12.708,2.69452,4.71623,166940,166940,166847
390324,15.9367,3.48501,4.57291,188894,188894,188710
352549,12.3166,2.58856,4.75808,165427,165427,165328
374180,14.4117,3.06043,4.70903,179835,179835,179660
355293,12.4522,2.57347,4.83868,167156,167155,167050
336240,10.8741,2.28323,4.7626,156132,156132,156068
393043,16.4535,3.48561,4.72042,193405,193405,193247
351940,11.9988,2.43567,4.92629,168024,168024,167885
415172,19.1777,3.937,4.87114,207946,207946,207781
365817,13.4244,2.82312,4.75516,169560,169560,169432
400588,17.1345,3.73971,4.58177,197156,197156,196982
417036,19.5248,4.23879,4.60622,208977,208977,208743
332321,10.6076,2.20258,4.81599,151592,151592,151517
377897,15.0677,3.19803,4.71156,183852,183852,183731
361881,13.1967,2.86995,4.59823,173253,173253,173115
382531,15.6779,3.25521,4.81624,187963,187963,187852
359839,13.4362,2.70789,4.96189,173257,173257,173117
369404,14.0771,2.88084,4.88646,177370,177370,177240
370232,13.8503,2.95226,4.69141,177163,177163,176996
398089,16.5813,3.48696,4.75525,192977,192975,192820
397038,17.3996,3.71052,4.68927,198616,198616,198447
360537,13.1139,2.70151,4.85427,173769,173769,173611
358561,12.8045,2.73516,4.68147,169320,169320,169208
401924,17.7523,3.71776,4.77501,203284,203283,203130
384871,15.3685,3.30442,4.6509,185923,185923,185762
410664,17.723,3.96155,4.47376,199226,199226,199040
347089,12.135,2.66742,4.54934,164443,164443,164337
399801,16.9678,3.59377,4.72144,193915,193915,193781
360005,12.9415,2.8754,4.50077,172079,172079,171933
366852,13.8293,2.94059,4.7029,177045,177045,176905
339938,11.2306,2.30016,4.88255,154985,154985,154883
371322,13.8619,2.79329,4.96256,176405,176405,176262
362328,13.4236,2.74611,4.88821,174721,174721,174604
368926,13.4327,2.778,4.83538,169207,169207,169086
363446,13.2074,2.805,4.70853,174652,174652,174543
383461,15.0063,3.24525,4.62407,184557,184557,184408
390082,16.3056,3.38984,4.81014,189790,189790,189652
382822,14.5132,2.99312,4.84885,179461,179461,179312
373524,13.829,2.85883,4.83727,176538,176538,176426
379971,14.9474,3.10745,4.81017,180400,180400,180290
394698,16.569,3.44493,4.80968,194234,194234,194084
352650,12.902,2.66971,4.83273,169599,169599,169472
368385,14.0816,2.80926,5.01256,174927,174927,174789
375247,14.7537,2.98525,4.94221,183418,183418,183290
370390,13.6031,2.7524,4.94227,174563,174563,174424
366502,13.5311,2.75506,4.91137,175528,175528,175390
352262,12.0314,2.52234,4.76994,162935,162935,162840
372400,14.0808,3.13978,4.48465,174768,174768,174542
403904,17.1316,3.6752,4.6614,197005,197005,196836
360955,13.3005,2.74306,4.84879,171516,171516,171399
375027,13.8877,3.04669,4.55829,178200,178200,178046
378567,14.606,3.19036,4.57818,179231,179231,179106
387061,16.039,3.50403,4.57729,188521,188521,188372
373728,13.9354,2.94844,4.72637,176711,176711,176582
417597,18.7059,3.93578,4.75278,204940,204940,204761
368355,13.4529,2.67113,5.0364,173325,173325,173202
380773,14.888,3.0669,4.8544,181095,181095,180947
367930,13.4499,2.8427,4.73138,176450,176450,176325
364875,13.523,2.90496,4.65516,174009,174009,173863
397003,17.0486,3.60636,4.72737,196209,196209,196065
368234,13.6488,2.87562,4.7464,171933,171933,171804
369220,13.6321,2.84489,4.7918,172220,172220,172123
389220,15.6415,3.23086,4.84128,187115,187115,186947
375082,14.2637,2.90277,4.91382,175914,175914,175757
389780,16.4067,3.38044,4.85344,190696,190696,190553
347028,11.6717,2.4928,4.68218,160393,160393,160293
360830,13.4626,2.68875,5.007,172549,172548,172432
346704,11.9365,2.4115,4.9498,163952,163952,163842
357244,12.8895,2.76369,4.66387,169100,169100,168938
411488,18.404,4.0209,4.57708,204511,204511,204342
347669,12.0794,2.44017,4.95025,162751,162751,162651
381898,14.9498,3.00268,4.97882,184878,184878,184766
414739,18.719,3.8407,4.87385,205101,205101,204958
394626,16.6274,3.5454,4.68985,193531,193531,193340
380921,14.5315,3.11248,4.6688,181773,181773,181654
354019,12.3689,2.64533,4.67573,165467,165467,165349
399805,17.4914,3.74051,4.67621,199342,199342,199161
363070,13.085,2.75132,4.75589,170600,170600,170458
398090,16.402,3.40637,4.8151,193642,193642,193478
367724,13.7847,2.94241,4.68484,174193,174193,174037
379012,14.1992,2.89853,4.89875,177905,177905,177762
381952,14.8356,3.07551,4.8238,184662,184662,184527
344544,11.6823,2.52533,4.62605,161370,161370,161282
398745,17.1045,3.37281,5.07131,195587,195587,195411
363053,13.3788,2.89476,4.62172,172969,172969,172835
382008,15.562,3.136,4.96238,185832,185832,185691
353079,12.2433,2.61698,4.67839,165418,165418,165323
372154,14.224,3.01693,4.71473,178685,178685,178584
348429,11.6173,2.49768,4.65123,160838,160838,160753
375839,15.0134,3.3511,4.48015,182506,182506,182385
422762,19.4269,4.13392,4.69938,212507,212507,212343
395577,16.018,3.45722,4.6332,190537,190537,190379
361931,13.4392,2.81437,4.77521,176096,176096,175938
